Player_Name,Team,Opponent,Year,Week,Home_Away,Snap_Count,Snap_Share_Pct,Rush_ATT,Rush_YDS,Rush_Y_per_Att,Rush_TD,Rec_TGT,Rec_REC,Rec_YDS,Rec_Y_per_Rec,Rec_TD,Fantasy_Pts_HalfPPR,RB_Def_Rank,Avg_Fantasy_Pts_Allowed_RB
Rico Dowdle,Panthers,49ers,2025,12,Away,30,65,6,38,6.3,0,4,4,36,9,0,9.4,24,11.98
Ronnie Rivers,Rams,49ers,2023,2,Home,4,5,0,0,0,0,1,1,4,4,0,0.9,2,4.3
Ronnie Rivers,Rams,Colts,2023,4,Away,23,28,9,47,5.2,0,2,2,10,5,0,6.7,6,6.32
Ronnie Rivers,Rams,Eagles,2023,5,Home,9,16,1,1,1,0,0,0,0,0,0,0.1,5,6.38
Ronnie Rivers,Rams,Cardinals,2023,6,Home,4,7,3,9,3,0,1,1,4,4,0,1.8,29,18.12
Ronnie Rivers,Rams,Saints,2023,16,Home,15,21,6,20,3.3,0,0,0,0,0,0,2,4,7.81
Ronnie Rivers,Rams,Giants,2023,17,Away,4,6,0,0,0,0,1,1,4,4,0,0.9,28,11.63
Ronnie Rivers,Rams,49ers,2023,18,Away,34,51,13,52,4,0,0,0,0,0,0,5.2,10,8.85
Ronnie Rivers,Rams,Lions,2024,1,Away,7,9,2,16,8,0,0,0,0,0,0,1.6,,
Ronnie Rivers,Rams,Cardinals,2024,2,Away,3,6,0,0,0,0,1,1,0,0,0,0.5,18,11.8
Ronnie Rivers,Rams,49ers,2024,3,Home,6,10,2,9,4.5,0,0,0,0,0,0,0.9,16,10.43
Ronnie Rivers,Rams,Bears,2024,4,Away,13,21,6,26,4.3,0,0,0,0,0,0,2.6,22,11.58
Ronnie Rivers,Rams,Seahawks,2024,18,Home,52,79,12,48,4,0,5,4,34,8.5,0,10.2,16,10.18
Roschon Johnson,Bears,Packers,2023,1,Home,29,39,5,20,4,1,7,6,35,5.8,0,14.5,,
Roschon Johnson,Bears,Buccaneers,2023,2,Away,22,42,4,32,8,0,2,2,10,5,0,5.2,11,6.8
Roschon Johnson,Bears,Chiefs,2023,3,Away,23,45,8,38,4.8,0,2,2,11,5.5,0,5.9,14,8.53
Roschon Johnson,Bears,Broncos,2023,4,Home,16,22,5,13,2.6,0,1,1,2,2,0,2,32,25.4
Roschon Johnson,Bears,Commanders,2023,5,Away,6,9,3,19,6.3,0,0,0,0,0,0,1.9,12,8.86
Roschon Johnson,Bears,Chargers,2023,8,Away,24,36,6,21,3.5,0,4,3,10,3.3,0,4.6,22,10.29
Roschon Johnson,Bears,Saints,2023,9,Away,20,29,2,6,3,0,1,1,9,9,0,2,6,7.58
Roschon Johnson,Bears,Panthers,2023,10,Home,30,42,5,18,3.6,0,6,4,14,3.5,0,5.2,26,13.92
Roschon Johnson,Bears,Lions,2023,11,Away,25,33,6,30,5,0,0,0,0,0,0,3,6,7.26
Roschon Johnson,Bears,Vikings,2023,12,Away,52,74,10,35,3.5,0,5,5,40,8,0,10,12,8.56
Roschon Johnson,Bears,Lions,2023,14,Home,20,28,1,6,6,0,0,0,0,0,0,0.6,2,7.44
Roschon Johnson,Bears,Browns,2023,15,Away,36,49,5,36,7.2,0,6,4,24,6,0,8,4,7.6
Roschon Johnson,Bears,Cardinals,2023,16,Home,32,46,9,37,4.1,0,3,3,16,5.3,0,6.8,31,14.51
Roschon Johnson,Bears,Falcons,2023,17,Home,36,49,7,21,3,1,3,3,38,12.7,0,13.4,10,8.52
Roschon Johnson,Bears,Packers,2023,18,Away,24,50,5,20,4,0,0,0,0,0,0,2,20,10.17
Roschon Johnson,Bears,Colts,2024,3,Away,33,37,8,30,3.8,0,5,4,32,8,0,8.2,32,19.2
Roschon Johnson,Bears,Rams,2024,4,Home,22,37,7,26,3.7,1,0,0,0,0,0,8.6,18,10.53
Roschon Johnson,Bears,Panthers,2024,5,Home,23,31,10,25,2.5,2,0,0,0,0,0,14.5,18,12.09
Roschon Johnson,Bears,Jaguars,2024,6,Home,18,27,5,8,1.6,0,3,2,25,12.5,0,4.3,13,9.85
Roschon Johnson,Bears,Commanders,2024,8,Away,17,27,2,6,3,1,0,0,0,0,0,6.6,19,10.48
Roschon Johnson,Bears,Cardinals,2024,9,Away,28,38,3,13,4.3,0,3,2,8,4,0,3.1,25,11.98
Roschon Johnson,Bears,Patriots,2024,10,Home,20,33,1,-4,-4,0,2,1,5,5,0,0.6,22,12.02
Roschon Johnson,Bears,Packers,2024,11,Home,30,42,10,33,3.3,1,1,1,8,8,0,10.6,19,11.19
Roschon Johnson,Bears,Vikings,2024,12,Home,29,38,2,2,1,1,1,1,10,10,0,7.7,4,8.12
Roschon Johnson,Bears,Lions,2024,13,Away,2,3,0,0,0,0,0,0,0,0,0,0,5,8.49
Roschon Johnson,Bears,Lions,2024,16,Home,17,27,1,3,3,0,0,0,0,0,0,0.3,11,9.51
Roschon Johnson,Bears,Seahawks,2024,17,Home,20,33,4,5,1.3,0,0,0,0,0,0,0.5,18,10.59
Roschon Johnson,Bears,Packers,2024,18,Away,13,21,2,3,1.5,0,5,5,16,3.2,0,4.4,17,10.41
Royce Freeman,Rams,Steelers,2023,7,Home,29,43,12,66,5.5,0,0,0,0,0,0,6.6,18,10.16
Royce Freeman,Rams,Cowboys,2023,8,Away,33,53,9,44,4.9,1,0,0,0,0,0,10.4,1,6.03
Royce Freeman,Rams,Packers,2023,9,Away,24,41,12,32,2.7,0,1,0,0,0,0,3.2,16,10.12
Royce Freeman,Rams,Seahawks,2023,11,Home,42,63,17,73,4.3,0,0,0,0,0,0,7.3,13,9.27
Royce Freeman,Rams,Cardinals,2023,12,Away,23,34,13,77,5.9,1,0,0,0,0,0,13.7,31,13.43
Royce Freeman,Rams,Browns,2023,13,Home,4,6,1,0,0,0,0,0,0,0,0,0,3,6.93
Royce Freeman,Rams,Ravens,2023,14,Away,8,10,3,9,3,0,0,0,0,0,0,0.9,17,9.53
Royce Freeman,Rams,Commanders,2023,15,Home,17,23,6,16,2.7,0,0,0,0,0,0,1.6,,
Royce Freeman,Rams,49ers,2023,18,Away,27,40,4,2,0.5,0,1,1,13,13,0,2,10,8.85
Salvon Ahmed,Dolphins,Chargers,2023,1,Away,19,28,3,11,3.7,0,3,0,0,0,0,1.1,,
Salvon Ahmed,Dolphins,Patriots,2023,2,Away,12,19,3,13,4.3,0,3,3,28,9.3,0,5.6,5,5.1
Salvon Ahmed,Dolphins,Panthers,2023,6,Home,24,36,6,23,3.8,1,5,3,11,3.7,0,10.9,28,15.75
Salvon Ahmed,Dolphins,Eagles,2023,7,Away,18,37,2,3,1.5,0,2,1,0,0,0,0.8,6,7.85
Salvon Ahmed,Dolphins,Patriots,2023,8,Home,19,25,2,1,0.5,0,4,4,16,4,0,3.7,10,8.62
Salvon Ahmed,Dolphins,Chiefs,2023,9,Away,19,30,3,4,1.3,0,3,2,8,4,0,2.2,2,6.91
Salvon Ahmed,Dolphins,Raiders,2023,11,Home,20,29,3,6,2,0,3,3,25,8.3,1,10.6,23,11.39
Samaje Perine,Broncos,Raiders,2023,1,Home,29,45,8,41,5.1,0,4,4,37,9.3,0,9.8,,
Samaje Perine,Broncos,Commanders,2023,2,Home,33,50,1,4,4,0,4,3,20,6.7,0,3.9,21,9.5
Samaje Perine,Broncos,Dolphins,2023,3,Away,19,31,3,9,3,0,3,2,15,7.5,0,3.4,24,12.22
Samaje Perine,Broncos,Bears,2023,4,Away,22,46,6,12,2,0,2,2,23,11.5,0,4.5,29,15.4
Samaje Perine,Broncos,Jets,2023,5,Home,38,60,6,22,3.7,0,5,4,73,18.3,0,9.5,16,9.5
Samaje Perine,Broncos,Chiefs,2023,6,Away,9,17,0,0,0,0,2,2,16,8,0,0.6,3,5.65
Samaje Perine,Broncos,Packers,2023,7,Home,15,25,2,10,5,0,3,3,31,10.3,0,5.6,23,12.05
Samaje Perine,Broncos,Chiefs,2023,8,Home,17,24,1,5,5,0,3,2,16,8,0,3.1,3,6.21
Samaje Perine,Broncos,Bills,2023,10,Away,25,33,1,8,8,0,3,3,35,11.7,0,5.8,24,12.14
Samaje Perine,Broncos,Vikings,2023,11,Home,20,36,1,7,7,0,7,7,60,8.6,0,10.2,8,8.59
Samaje Perine,Broncos,Browns,2023,12,Home,18,27,7,55,7.9,1,1,1,11,11,0,13.1,1,6.53
Samaje Perine,Broncos,Texans,2023,13,Away,12,20,1,1,1,0,2,2,5,2.5,0,1.6,18,10.09
Samaje Perine,Broncos,Chargers,2023,14,Away,14,21,2,8,4,0,5,5,36,7.2,0,6.9,14,9.12
Samaje Perine,Broncos,Lions,2023,15,Away,25,39,6,37,6.2,0,1,1,11,11,0,5.3,2,7.2
Samaje Perine,Broncos,Patriots,2023,16,Home,24,35,1,2,2,0,5,4,27,6.8,0,4.9,8,8.28
Samaje Perine,Broncos,Chargers,2023,17,Home,17,25,4,10,2.5,0,2,2,16,8,0,3.6,15,9.34
Samaje Perine,Broncos,Raiders,2023,18,Away,23,38,3,7,2.3,0,4,3,23,7.7,0,4.5,22,10.36
Samaje Perine,Chiefs,Ravens,2024,1,Home,8,15,0,0,0,0,2,1,10,10,0,1.5,,
Samaje Perine,Chiefs,Bengals,2024,2,Home,9,14,0,0,0,0,1,1,3,3,0,0.8,30,20.1
Samaje Perine,Chiefs,Falcons,2024,3,Away,28,38,6,25,4.2,0,4,3,15,5,0,5.5,11,9
Samaje Perine,Chiefs,Chargers,2024,4,Away,25,40,5,14,2.8,1,0,0,0,0,0,7.4,4,7.18
Samaje Perine,Chiefs,Saints,2024,5,Home,21,25,0,0,0,0,2,1,24,24,0,2.9,11,9.39
Samaje Perine,Chiefs,49ers,2024,7,Away,15,21,2,6,3,0,1,1,22,22,0,3.3,25,12.38
Samaje Perine,Chiefs,Raiders,2024,8,Away,22,31,0,0,0,0,2,2,30,15,0,4,23,11.58
Samaje Perine,Chiefs,Buccaneers,2024,9,Home,24,28,1,10,10,0,5,4,25,6.3,1,11.5,15,10.48
Samaje Perine,Chiefs,Broncos,2024,10,Home,16,24,0,0,0,0,2,2,37,18.5,0,4.7,11,9.7
Samaje Perine,Chiefs,Bills,2024,11,Away,11,20,0,0,0,0,4,2,8,4,0,1.8,28,13.84
Samaje Perine,Chiefs,Panthers,2024,12,Away,24,32,1,13,13,0,2,2,11,5.5,0,3.4,24,12.6
Samaje Perine,Chiefs,Raiders,2024,13,Home,18,25,0,0,0,0,1,1,15,15,0,2,21,10.81
Samaje Perine,Chiefs,Chargers,2024,14,Home,17,25,1,3,3,0,2,1,16,16,0,2.4,5,8.16
Samaje Perine,Chiefs,Browns,2024,15,Away,19,25,1,11,11,0,1,1,23,23,0,3.9,6,8.67
Samaje Perine,Chiefs,Texans,2024,16,Home,14,19,0,0,0,0,3,3,50,16.7,0,6.5,6,8.99
Samaje Perine,Chiefs,Steelers,2024,17,Away,12,19,2,9,4.5,0,2,2,20,10,0,3.9,9,9.23
Samaje Perine,Chiefs,Broncos,2024,18,Away,13,38,1,1,1,0,1,1,13,13,0,1.9,15,10.1
Samaje Perine,Bengals,Browns,2025,1,Away,13,25,0,0,0,0,2,2,6,3,0,1.6,,
Samaje Perine,Bengals,Jaguars,2025,2,Home,20,29,0,0,0,0,0,0,0,0,0,0,14,9.5
Samaje Perine,Bengals,Vikings,2025,3,Away,15,27,4,21,5.3,0,0,0,0,0,0,0.1,28,13.6
Samaje Perine,Bengals,Broncos,2025,4,Away,15,31,1,4,4,0,1,0,0,0,0,0.4,32,19.27
Samaje Perine,Bengals,Lions,2025,5,Home,29,47,4,27,6.8,0,2,2,2,1,0,3.9,10,9.5
Samaje Perine,Bengals,Packers,2025,6,Away,30,46,6,16,2.7,0,3,2,16,8,0,4.2,9,8.9
Samaje Perine,Bengals,Steelers,2025,7,Home,28,37,7,31,4.4,0,0,0,0,0,0,3.1,3,7.55
Samaje Perine,Bengals,Jets,2025,8,Home,25,42,9,94,10.4,1,1,1,6,6,0,16.5,7,7.98
Samaje Perine,Bengals,Bears,2025,9,Home,1,1,1,5,5,0,0,0,0,0,0,0.5,17,11.31
Saquon Barkley,Giants,Cowboys,2023,1,Home,45,64,12,51,4.3,0,4,3,12,4,0,7.8,,
Saquon Barkley,Giants,Cardinals,2023,2,Away,66,97,17,63,3.7,1,7,6,29,4.8,1,24.2,25,13.1
Saquon Barkley,Giants,Bills,2023,6,Away,60,78,24,93,3.9,0,5,4,5,1.3,0,11.8,25,12.96
Saquon Barkley,Giants,Commanders,2023,7,Home,57,84,21,77,3.7,0,4,3,41,13.7,1,17.3,9,7.98
Saquon Barkley,Giants,Jets,2023,8,Home,67,89,36,128,3.6,0,5,3,0,0,0,14.3,18,9.85
Saquon Barkley,Giants,Raiders,2023,9,Away,47,75,16,90,5.6,0,4,3,23,7.7,0,12.8,26,12.16
Saquon Barkley,Giants,Cowboys,2023,10,Away,35,61,13,66,5.1,0,3,1,-5,-5,0,6.6,4,6.88
Saquon Barkley,Giants,Commanders,2023,11,Away,50,91,14,83,5.9,0,5,4,57,14.3,2,28,15,9.72
Saquon Barkley,Giants,Patriots,2023,12,Home,42,81,12,46,3.8,0,3,1,6,6,0,5.7,8,8.28
Saquon Barkley,Giants,Packers,2023,14,Home,48,86,20,86,4.3,2,4,3,15,5,0,21.6,20,9.91
Saquon Barkley,Giants,Saints,2023,15,Away,31,50,9,14,1.6,0,2,2,23,11.5,0,4.7,7,8.11
Saquon Barkley,Giants,Eagles,2023,16,Away,56,89,23,80,3.5,1,6,3,4,1.3,0,17.9,9,8.33
Saquon Barkley,Giants,Rams,2023,17,Home,66,89,12,39,3.3,0,6,3,19,6.3,0,7.3,3,7.43
Saquon Barkley,Giants,Eagles,2023,18,Home,47,70,18,46,2.6,2,2,2,51,25.5,0,22.7,16,9.45
Saquon Barkley,Eagles,Packers,2024,1,Home,61,80,24,109,4.5,2,2,2,23,11.5,1,32.2,,
Saquon Barkley,Eagles,Falcons,2024,2,Home,64,90,22,95,4.3,0,5,4,21,5.3,0,15.6,4,5.7
Saquon Barkley,Eagles,Saints,2024,3,Away,58,80,17,147,8.6,2,4,4,9,2.3,0,31.6,1,3.93
Saquon Barkley,Eagles,Buccaneers,2024,4,Away,32,56,10,84,8.4,0,4,2,32,16,0,12.6,19,10.95
Saquon Barkley,Eagles,Browns,2024,6,Home,49,79,18,47,2.6,0,2,2,7,3.5,0,6.4,4,8.15
Saquon Barkley,Eagles,Giants,2024,7,Away,35,53,17,176,10.4,1,3,2,11,5.5,0,25.7,11,8.43
Saquon Barkley,Eagles,Bengals,2024,8,Away,50,82,22,108,4.9,0,1,1,3,3,0,11.6,20,10.96
Saquon Barkley,Eagles,Jaguars,2024,9,Home,57,72,27,159,5.9,1,4,3,40,13.3,1,31.4,17,10.8
Saquon Barkley,Eagles,Cowboys,2024,10,Away,35,51,14,66,4.7,0,1,1,12,12,0,8.3,25,12.12
Saquon Barkley,Eagles,Commanders,2024,11,Home,58,82,26,146,5.6,2,3,2,52,26,0,32.8,14,10.09
Saquon Barkley,Eagles,Rams,2024,12,Away,50,68,26,255,9.8,2,4,4,47,11.8,0,44.2,17,10.94
Saquon Barkley,Eagles,Ravens,2024,13,Away,49,88,23,107,4.7,1,4,2,10,5,0,18.7,11,9.55
Saquon Barkley,Eagles,Panthers,2024,14,Home,44,76,20,124,6.2,0,1,0,0,0,0,14.4,24,12.5
Saquon Barkley,Eagles,Steelers,2024,15,Home,49,61,19,65,3.4,0,2,2,9,4.5,0,8.4,9,9.28
Saquon Barkley,Eagles,Commanders,2024,16,Away,61,82,29,150,5.2,2,1,0,0,0,0,27,18,10.44
Saquon Barkley,Eagles,Cowboys,2024,17,Home,49,75,31,167,5.4,0,2,2,2,1,0,17.9,27,12.42
Saquon Barkley,Eagles,Cowboys,2025,1,Home,50,79,18,60,3.3,1,5,4,24,6,0,16.4,,
Saquon Barkley,Eagles,Chiefs,2025,2,Away,50,83,22,88,4,1,2,2,6,3,0,16.4,6,7.1
Saquon Barkley,Eagles,Rams,2025,3,Home,63,94,18,46,2.6,0,5,4,9,2.3,0,7.5,7,7.6
Saquon Barkley,Eagles,Buccaneers,2025,4,Away,48,84,19,43,2.3,1,4,4,31,7.8,0,15.4,9,8.07
Saquon Barkley,Eagles,Broncos,2025,5,Home,44,72,6,30,5,0,3,3,58,19.3,1,16.3,25,13.36
Saquon Barkley,Eagles,Giants,2025,6,Away,46,81,12,58,4.8,0,3,2,9,4.5,0,7.7,23,12.9
Saquon Barkley,Eagles,Vikings,2025,7,Away,39,78,18,44,2.4,0,1,1,-2,-2,0,4.7,19,11.42
Saquon Barkley,Eagles,Giants,2025,8,Home,35,59,14,150,10.7,1,5,4,24,6,1,31.4,11,10.55
Saquon Barkley,Eagles,Packers,2025,10,Away,44,70,22,60,2.7,0,3,3,41,13.7,0,11.6,11,8.92
Saquon Barkley,Eagles,Lions,2025,11,Home,58,81,26,83,3.2,0,2,1,7,7,0,9.5,2,7.27
Saquon Barkley,Eagles,Cowboys,2025,12,Away,52,83,10,22,2.2,0,8,7,52,7.4,0,8.9,21,11.57
Sean Tucker,Buccaneers,Falcons,2025,1,Away,2,3,1,2,2,0,0,0,0,0,0,0.2,,
Sean Tucker,Buccaneers,Texans,2025,2,Away,1,1,0,0,0,0,0,0,0,0,0,0,25,13.4
Sean Tucker,Buccaneers,Seahawks,2025,5,Away,13,21,3,3,1,0,3,3,-4,-1.3,0,1.4,8,8.89
Sean Tucker,Buccaneers,49ers,2025,6,Home,12,23,6,25,4.2,1,0,0,0,0,0,8.5,25,13.38
Sean Tucker,Buccaneers,Lions,2025,7,Away,7,10,1,4,4,0,1,1,2,2,0,1.1,6,8.02
Sean Tucker,Buccaneers,Saints,2025,8,Away,20,34,12,42,3.5,1,0,0,0,0,0,10.2,15,11.19
Sean Tucker,Buccaneers,Patriots,2025,10,Home,22,32,9,53,5.9,0,2,1,-2,-2,0,5.6,2,7.7
Sean Tucker,Buccaneers,Bills,2025,11,Away,31,44,19,106,5.6,2,2,2,34,17,1,33,23,11.91
Sean Tucker,Buccaneers,Rams,2025,12,Away,26,37,12,42,3.5,0,2,1,4,4,0,5.1,4,8.28
Sincere McCormick,Raiders,Broncos,2024,12,Home,8,10,5,33,6.6,0,0,0,0,0,0,3.3,11,9.83
Sincere McCormick,Raiders,Chiefs,2024,13,Away,26,38,12,64,5.3,0,2,2,1,0.5,0,7.5,1,7.22
Sincere McCormick,Raiders,Buccaneers,2024,14,Away,41,61,15,78,5.2,0,3,2,11,5.5,0,9.9,13,9.93
Sincere McCormick,Raiders,Falcons,2024,15,Home,14,21,7,8,1.1,0,2,2,17,8.5,0,3.5,7,9.14
Tank Bigsby,Jaguars,Dolphins,2024,1,Away,17,32,12,73,6.1,0,0,0,0,0,0,7.3,,
Tank Bigsby,Jaguars,Bills,2024,3,Away,9,13,2,9,4.5,0,0,0,0,0,0,0.9,27,14.67
Tank Bigsby,Jaguars,Texans,2024,4,Away,17,29,7,90,12.9,0,0,0,0,0,0,9,10,8.44
Tank Bigsby,Jaguars,Colts,2024,5,Home,23,40,13,101,7.8,2,1,1,28,28,0,25.4,19,12.12
Tank Bigsby,Jaguars,Bears,2024,6,Away,17,27,7,24,3.4,0,0,0,0,0,0,2.4,22,12.01
Tank Bigsby,Jaguars,Patriots,2024,7,Home,40,66,26,118,4.5,2,1,0,0,0,0,23.8,22,11.42
Tank Bigsby,Jaguars,Packers,2024,8,Home,38,67,18,78,4.3,0,3,2,8,4,0,9.6,26,11.84
Tank Bigsby,Jaguars,Eagles,2024,9,Away,28,52,8,22,2.8,0,0,0,0,0,0,2.2,4,8.79
Tank Bigsby,Jaguars,Vikings,2024,10,Home,10,23,2,4,2,0,0,0,0,0,0,0.4,5,9.11
Tank Bigsby,Jaguars,Texans,2024,13,Home,32,46,7,28,4,0,1,1,7,7,0,4,10,9.52
Tank Bigsby,Jaguars,Titans,2024,14,Away,31,53,18,55,3.1,1,2,1,7,7,0,12.7,8,9.55
Tank Bigsby,Jaguars,Jets,2024,15,Home,22,26,11,42,3.8,0,1,0,0,0,0,4.2,10,9.5
Tank Bigsby,Jaguars,Raiders,2024,16,Away,19,28,12,50,4.2,1,1,1,1,1,0,9.6,16,10.3
Tank Bigsby,Jaguars,Titans,2024,17,Home,23,40,11,33,3,0,1,0,0,0,0,3.3,21,11.4
Tank Bigsby,Jaguars,Colts,2024,18,Away,25,36,14,39,2.8,1,1,1,3,3,0,10.7,27,12.29
Tony Jones Jr.,Saints,Titans,2023,1,Home,7,11,1,5,5,0,0,0,0,0,0,0.5,,
Tony Jones Jr.,Saints,Panthers,2023,2,Away,40,52,12,34,2.8,2,2,0,0,0,0,15.4,30,20.1
Tony Jones Jr.,Saints,Packers,2023,3,Away,30,49,8,31,3.9,0,4,4,21,5.3,0,7.2,19,10.36
Tony Jones Jr.,Cardinals,Browns,2023,9,Away,21,40,3,2,0.7,0,3,2,5,2.5,0,1.7,4,7.08
Tony Jones Jr.,Cardinals,Falcons,2023,10,Home,7,11,1,13,13,0,0,0,0,0,0,1.3,9,8.41
Tony Jones Jr.,Cardinals,Texans,2023,11,Away,16,26,1,10,10,0,1,1,11,11,0,2.6,22,11.12
Tony Pollard,Cowboys,Giants,2023,1,Away,37,64,14,70,5,2,3,2,12,6,0,21.2,,
Tony Pollard,Cowboys,Jets,2023,2,Home,56,64,25,72,2.9,0,8,7,37,5.3,0,16.4,15,8.3
Tony Pollard,Cowboys,Cardinals,2023,3,Away,70,86,23,122,5.3,0,3,3,-1,-0.3,0,13.6,31,18.65
Tony Pollard,Cowboys,Patriots,2023,4,Home,37,53,11,47,4.3,0,3,3,13,4.3,0,7.5,9,7.17
Tony Pollard,Cowboys,49ers,2023,5,Away,34,69,8,29,3.6,0,5,4,35,8.8,0,6.4,10,8.82
Tony Pollard,Cowboys,Chargers,2023,6,Away,51,80,15,30,2,0,7,6,80,13.3,0,14,22,10.2
Tony Pollard,Cowboys,Rams,2023,8,Home,42,65,12,53,4.4,0,1,1,2,2,0,6,14,9.19
Tony Pollard,Cowboys,Eagles,2023,9,Away,58,77,12,51,4.3,0,5,3,12,4,0,7.8,5,7.1
Tony Pollard,Cowboys,Giants,2023,10,Home,54,69,15,55,3.7,0,0,0,0,0,0,5.5,25,12.44
Tony Pollard,Cowboys,Panthers,2023,11,Away,45,63,12,61,5.1,1,5,4,19,4.8,0,16,27,13.52
Tony Pollard,Cowboys,Commanders,2023,12,Home,41,76,13,79,6.1,1,6,6,24,4,0,19.3,25,10.63
Tony Pollard,Cowboys,Seahawks,2023,13,Home,69,78,20,68,3.4,1,4,3,15,5,0,15.8,14,9.48
Tony Pollard,Cowboys,Eagles,2023,14,Home,59,72,16,59,3.7,0,8,7,37,5.3,0,13.1,5,7.67
Tony Pollard,Cowboys,Bills,2023,15,Away,41,72,11,52,4.7,0,3,2,5,2.5,0,6.7,25,11.1
Tony Pollard,Cowboys,Dolphins,2023,16,Away,46,70,12,38,3.2,0,1,1,5,5,0,4.8,10,8.37
Tony Pollard,Cowboys,Lions,2023,17,Home,55,85,16,49,3.1,0,3,1,0,0,0,5.4,1,6.79
Tony Pollard,Cowboys,Commanders,2023,18,Away,41,57,17,70,4.1,1,2,2,16,8,0,15.6,28,12.26
Tony Pollard,Titans,Bears,2024,1,Away,39,61,16,82,5.1,1,4,3,12,4,0,16.9,,
Tony Pollard,Titans,Jets,2024,2,Home,44,67,17,62,3.6,0,6,5,40,8,0,12.7,22,13.35
Tony Pollard,Titans,Packers,2024,3,Home,34,63,6,14,2.3,0,4,3,15,5,0,4.4,30,15.97
Tony Pollard,Titans,Dolphins,2024,4,Away,39,60,22,88,4,1,2,2,20,10,0,17.8,30,14.74
Tony Pollard,Titans,Colts,2024,6,Home,43,74,17,93,5.5,1,3,3,-5,-1.7,0,16.3,27,13.57
Tony Pollard,Titans,Bills,2024,7,Away,65,89,16,61,3.8,0,6,2,4,2,0,7.5,30,15.63
Tony Pollard,Titans,Lions,2024,8,Away,62,82,20,94,4.7,0,4,3,23,7.7,0,13.2,7,8.92
Tony Pollard,Titans,Patriots,2024,9,Home,66,86,28,128,4.6,0,3,3,26,8.7,0,16.9,23,11.73
Tony Pollard,Titans,Chargers,2024,10,Away,29,54,9,44,4.9,0,4,4,19,4.8,0,8.3,2,6.91
Tony Pollard,Titans,Vikings,2024,11,Home,37,63,9,15,1.7,0,4,2,14,7,0,3.9,5,8.82
Tony Pollard,Titans,Texans,2024,12,Away,63,94,24,119,5,1,5,3,10,3.3,0,20.4,7,8.91
Tony Pollard,Titans,Commanders,2024,13,Away,40,73,8,35,4.4,0,6,4,33,8.3,0,6.8,24,11.19
Tony Pollard,Titans,Jaguars,2024,14,Home,40,63,21,102,4.9,0,2,2,22,11,0,13.4,23,12.48
Tony Pollard,Titans,Bengals,2024,15,Home,31,44,17,45,2.6,1,0,0,0,0,0,8.5,16,10.36
Tony Pollard,Titans,Colts,2024,16,Away,24,39,8,35,4.4,0,4,2,5,2.5,0,7,31,12.8
Tony Pollard,Titans,Texans,2024,18,Home,45,73,22,62,2.8,0,0,0,0,0,0,6.2,11,9.19
Tony Pollard,Titans,Broncos,2025,1,Away,51,89,18,60,3.3,0,1,1,29,29,0,7.4,,
Tony Pollard,Titans,Rams,2025,2,Home,59,89,20,92,4.6,0,1,0,0,0,0,9.2,4,6
Tony Pollard,Titans,Colts,2025,3,Home,64,91,16,45,2.8,1,4,2,14,7,0,12.9,6,6.86
Tony Pollard,Titans,Texans,2025,4,Away,43,86,14,64,4.6,0,3,3,12,4,0,9.1,19,11.02
Tony Pollard,Titans,Cardinals,2025,5,Away,49,73,14,67,4.8,1,3,3,11,3.7,0,13.3,17,11.4
Tony Pollard,Titans,Raiders,2025,6,Away,26,43,10,34,3.4,0,2,2,13,6.5,0,5.7,14,9.78
Tony Pollard,Titans,Patriots,2025,7,Home,30,57,6,18,3,0,6,6,43,7.2,0,9.1,10,8.58
Tony Pollard,Titans,Colts,2025,8,Away,33,46,11,44,4,0,2,1,9,9,0,5.8,2,7.19
Tony Pollard,Titans,Chargers,2025,9,Home,29,62,10,56,5.6,0,2,1,12,12,0,7.3,14,9.65
Tony Pollard,Titans,Texans,2025,11,Home,29,49,10,22,2.2,0,3,3,4,1.3,0,4.1,8,8.66
Tony Pollard,Titans,Seahawks,2025,12,Home,39,51,11,20,1.8,0,5,4,21,5.3,0,6.1,7,8.54
Travis Etienne Jr.,Jaguars,Colts,2023,1,Away,56,80,18,77,4.3,1,5,5,27,5.4,0,18.9,,
Travis Etienne Jr.,Jaguars,Chiefs,2023,2,Home,48,72,12,40,3.3,0,3,2,2,1,0,5.2,22,10.2
Travis Etienne Jr.,Jaguars,Texans,2023,3,Home,52,71,19,88,4.6,0,5,4,50,12.5,0,15.8,20,10.53
Travis Etienne Jr.,Jaguars,Falcons,2023,4,Home,56,85,20,55,2.8,0,3,3,17,5.7,0,8.7,13,8.3
Travis Etienne Jr.,Jaguars,Bills,2023,5,Away,73,83,26,136,5.2,2,5,4,48,12,0,34.4,19,9.9
Travis Etienne Jr.,Jaguars,Colts,2023,6,Home,51,80,18,55,3.1,2,3,3,28,9.3,0,21.8,18,9.34
Travis Etienne Jr.,Jaguars,Saints,2023,7,Away,49,88,14,53,3.8,2,5,3,24,8,0,21.2,4,5.85
Travis Etienne Jr.,Jaguars,Steelers,2023,8,Away,63,89,24,79,3.3,0,6,3,70,23.3,1,24.4,21,10.1
Travis Etienne Jr.,Jaguars,49ers,2023,10,Home,35,61,9,35,3.9,0,4,2,9,4.5,0,5.4,16,9.57
Travis Etienne Jr.,Jaguars,Titans,2023,11,Home,47,66,14,52,3.7,0,3,3,7,2.3,0,7.4,20,10.62
